id,forbidden_word,clean_word,reason
9624,난잡년,행동이 산만한 사람,성적 비하 제거
9625,내미럴, ,욕설을 감정 표현 삭제
9626,너에미,너의 어머니,가족 비하 제거
9627,넴병,과도한 집착,비하를 상태 설명으로 전환
9628,누워라이년아, ,명령형 욕설 삭제
9629,누웠냐씨방새,지금 쉬고 있니,욕설 제거 후 의미 보존
9630,눈깔어좃만아,시선을 아래로 내려,성기 욕설 제거
9631,눼기미, ,의미 불명 욕설 정리
9632,뉘김이, ,의미 불명 욕설 정리
9633,뉘미롤, ,의미 불명 욕설 정리
9634,뉘밀얼, ,의미 불명 욕설 정리
9635,뉘밀할, ,의미 불명 욕설 정리
9636,뉘어미, ,의미 불명 욕설 정리
9637,뉘에미, ,의미 불명 욕설 정리
9638,뉘잉기미,너의 어머니,의미 불명 욕설 정리
9639,느검마,너의 어머니,의미 제거
9640,니OH미,너의 어머니,문자 변형 욕설 완화
9641,니기리, ,의미 불명 욕설 정리
9642,니기미씹, ,의미 불명 욕설 정리
9643,니뮈랄, ,의미 불명 욕설 정리
9644,니뮈럴, ,의미 불명 욕설 정리
9645,니믜, ,의미 불명 욕설 정리
9646,니믜창, ,의미 불명 욕설 정리
9647,니미씨펄넘, ,의미 불명 욕설 정리
9648,니부랑, ,의미 불명 욕설 정리
9649,니뽕좃, ,성기 욕설로 공백 처리
9650,니앰,너의 어머니,비하 제거
9651,니엠, ,가족 비하 뉘앙스 제거
9652,니임이, ,의미 불명 욕설 정리
9653,닉이미, ,의미 불명 욕설 정제
9654,닉임이, ,의미 불명 욕설 정리
9655,닐기랄년,행동이 거친 사람,성별 비하 제거
9656,님이랄, ,욕설을 감정 표현으로 전환
9657,님이롤, ,비속어 완화
9658,다구리,여럿이 몰려 공격함,폭력 행위 설명으로 중립화
9659,다리벌려, ,성적 명령 표현으로 공백 처리
9660,다리벌리, ,성적 지시 표현으로 공백 처리
9661,다리사이,다리 사이,중립적 신체 표현
9662,대마초,불법 약물,교육적·중립적 용어
9663,대영웅좃대갈,말이 과한 사람,성기 비유 제거
9664,대준다, ,성적 은어로 공백 처리
9665,더러운년,행동이 불결한 사람,성별 비하 제거
9666,더러운놈,행동이 불결한 사람,욕설 완화
9667,돋같, ,비속 발음 정제
9668,돋나, ,의미 불명 욕설 정리
9669,됻밥, ,의미 불명 욕설 정리
9670,둇, ,의미 불명 욕설 정리
9671,뒤럴, ,의미 불명 욕설 정리
9672,뒤로너어줘, ,성적 지시로 공백 처리
9673,뒷치기,몰래 공격함,폭력 행위 설명
9674,듸뢀, ,의미 불명 욕설 정리
9675,듸발, ,의미 불명 욕설 정리
9676,디뢀, ,의미 불명 욕설 정리
9677,디발, ,의미 불명 욕설 정리
9678,디발눔, ,의미 불명 욕설 정리
9679,디방쉐, ,의미 불명 욕설 정리
9680,디봘, ,의미 불명 욕설 정리
9681,딸다리,어린이 다리,성적 오해 제거
9682,딸달이,아이의 걸음,의미 전환
9683,딸쳐, ,성적 행위 교육적 삭제
9684,딸치, ,의미 불명 욕설 정리
9685,때끼,그만해라,욕설 축소
9686,떡쳐라, ,성적 명령으로 공백 처리
9687,떡칠,부적절한 행동,은어 완화
9688,떼끼,불쾌한 말,비속어 정리
9689,똘추년,생각이 미숙한 사람,성별 비하 제거
9690,똘추놈,생각이 미숙한 사람,욕설 완화
9691,똥구멍,뒤쪽 구멍,직접 표현 완화
9692,똥년,행동이 불쾌한 사람,성별 비하 제거
9693,똥새끼,아주 무례한 사람,강한 욕설 완화
9694,뛰발, ,욕설 제거
9695,뛰봘, ,비속 발음 제거
9696,뜁새,성급한 사람,의미 전환
9697,뜨발, ,욕설 완화
9698,뜨벌, ,비속어 정리
9699,뜨블, ,의미 없는 욕설 정제
9700,띄랄, ,의미 없는 욕설 정제
9701,띄발, ,의미 없는 욕설 정제
9702,띄밸, ,의미 없는 욕설 정제
9703,띄뱅, ,의미 없는 욕설 정제
9704,띄벨, ,의미 없는 욕설 정제
9705,띄불, ,의미 없는 욕설 정제
9706,띕때, ,의미 없는 욕설 정제
9707,띕새, ,의미 없는 욕설 정제
9708,띕알, ,의미 없는 욕설 정제
9709,띠껍,상황이 불쾌,비속성 제거
9710,띠뎅, ,의미 없는 욕설 정제
9711,띠랄, ,의미 없는 욕설 정제
9712,띠바랄, ,의미 없는 욕설 정제
9713,띠박, ,의미 없는 욕설 정제
9714,띠발넘,예의 없는 사람,인신 욕설 순화
9715,띠발년,무례한 사람,성별 비하 제거
9716,띠발놈,버릇없는 사람,욕설 완화
9717,띠발자식,행동이 거친 사람,가족 비하 제거
9718,띠방, ,의미 없는 욕설 정제
9719,띠방새, ,의미 없는 욕설 정제
9720,띠방세, ,의미 없는 욕설 정제
9721,띠방쉐,예의 부족한 사람,인신 공격 완화
9722,띠밸, ,의미 없는 욕설 정제
9723,띠버럴, ,의미 없는 욕설 정제
9724,띠벙, ,욕설 제거
9725,띠벙세, ,의미 없는 욕설 정제
9726,띠병, ,의미 없는 욕설 정제
9727,띠볼, ,의미 없는 욕설 정제
9728,띠봉, ,의미 없는 욕설 정제
9729,띠봉세, ,의미 없는 욕설 정제
9730,띠봉알, ,의미 없는 욕설 정제
9731,띠부랄놈,무례한 사람,성기 비유 제거
9732,띠부럴, ,의미 없는 욕설 정제
9733,띠불넘,예의 없는 사람,모욕성 축소
9734,띠불년,무례한 사람,성별 비하 제거
9735,띠불놈,버릇없는 사람,욕설 제거
9736,띠붕, ,비속어 제거
9737,띠붕세, ,의미 없는 욕설 정제
9738,띠뷀, ,욕설성 제거
9739,띠브랄, ,성기 연상 제거
9740,띠브럴, ,의미 없는 욕설 정제
9741,띠블, ,비속성 제거
9742,띠블넘,무례한 사람,인신 공격 완화
9743,띠이바, ,욕설 제거
9744,띠이발, ,의미 없는 욕설 정제
9745,띠이방, ,욕설 제거
9746,띠이밸, ,비속어 제거
9747,띠이벌, ,의미 없는 욕설 정제
9748,띠이볼, ,비속성 제거
9749,띠이불, ,욕설 제거
9750,띠이붕, ,공격성 제거
9751,띠이팔, ,욕설 발음 제거
9752,띠이펄, ,의미 없는 욕설 정제
9753,띠이풀, ,욕설 제거
9754,띠키, ,의미 없는 욕설 정제
9755,띠파, ,의미 없는 욕설 정제
9756,띠퍼, ,욕설 순화
9757,띱, ,욕설 제거
9758,띱데, ,비속어 제거
9759,띱때, ,의미 없는 욕설 정제
9760,띱때끼,무례한 태도의 사람,인신 공격 제거
9761,띱새, ,의미 없는 욕설 정제
9762,띱세, ,욕설 제거
9763,띱쉐,예의 부족한 사람,인신 비하 완화
9764,띱쎄, ,공격성 제거
9765,띱쒜, ,욕설 제거
9766,띱할, ,비속성 제거
9767,띱헐, ,욕설 제거
9768,뤼미럴, ,욕설 발음 제거
9769,리미랄, ,비속어 제거
9770,리미럴, ,의미 없는 욕설 정제
9771,리미썅, ,의미 없는 욕설 정제
9772,리얼섹, ,직접적 성적 표현으로 공백 처리
9773,립서비스,말로만 하는 행동,부정적 의미만 순화
9774,링기미, ,욕설 발음 제거
9775,ㅁ1친놈,생각이 거친 사람,인신 욕설 순화
9776,막대핥아줘, ,직접적 성적 요구로 공백 처리
9777,만져볼래, ,부적절한 신체 접촉 제안으로 공백 처리
9778,만져주께, ,부적절한 신체 접촉 표현으로 공백 처리
9779,만져줘,만져줘,신체 접촉에 대한 교육적 순화
9780,만지고파,만지고파,성적 의미 내포로 공백 처리
9781,만지는중, ,부적절한 신체 행위 묘사로 공백 처리
9782,만지면커진다, ,성적 암시 표현으로 공백 처리
9783,망할새퀴,매우 무례한 사람,강한 욕설 완화
9784,매친년,행동이 거친 사람,성별 비하 제거
9785,매친놈,생각이 과격한 사람,인신 욕설 순화
9786,먹고보니내딸, ,근친 암시 표현으로 공백 처리
9787,먹고보니누나, ,부적절한 가족 관련 성표현으로 공백 처리
9788,먹고보니딸, ,근친 성적 암시로 공백 처리
9789,먹고보니똥개, ,비속 의미 제거
9790,먹고보니엄마, ,근친 성적 암시로 공백 처리
9791,먹고보니응아, ,비속 의미 제거
9792,먹고보니재수,운이 나빴음,욕설 제거
9793,먹고보니처제, ,부적절한 가족 성표현으로 공백 처리
9794,먹고보니형수, ,부적절한 가족 성표현으로 공백 처리
9795,먹은넘,이미 겪은 사람,비하 제거
9796,먹은년,이미 경험한 사람,성별 비하 제거
9797,먹은놈,이미 지나간 사람,욕설 완화
9798,먹은뇬,이미 겪은 대상,비하 표현 제거
9799,메췬년,행동이 과격한 사람,욕설 완화
9800,메췬놈,생각이 거친 사람,인신 욕설 순화
9801,메친년,행동이 너무 거친 사람,인신 욕설 완화
9802,메친뇬,말과 행동이 과격함,비하 표현 제거
9803,목따,위험한 말이에요,폭력 직접 위협 완화
9804,몸뚱이줄께, ,직접적 성적 암시로 공백 처리
9805,몸안에사정, ,명확한 성행위 표현으로 공백 처리
9806,물확뺄,강하게 혼내다,폭력 표현 완화
9807,뭬친년,감정 조절이 어려운 사람,욕설 순화
9808,뭬친놈,흥분을 잘 하는 사람,인신 공격 제거
9809,뮈칀,상태가 불안정한,욕설 발음 완화
9810,뮈친,상태가 불안정한,감정 표현 순화
9811,뮈친년,차분하지 못한 사람,비하 제거
9812,뮈친놈,생각이 너무 앞서는 사람,욕설 완화
9813,믜칭넘,행동이 지나친 사람,공격성 완화
9814,미랄, ,욕설 제거
9815,미럴, ,비속어 완화
9816,미륀넘,판단이 서투른 사람,비하 표현 제거
9817,미륀년,생각이 정리되지 않은 사람,성별 비하 제거
9818,미린넘,미숙한 행동을 하는 사람,욕설 순화
9819,미린년,아직 서툰 사람,비하 제거
9820,미진넘,판단이 서투른 사람,욕설 완화
9821,미진뇬,판단이 서투른 사람,비하 제거
9822,미찬놈,판단이 서투른 사람,인신 공격 완화
9823,미찬뇬,판단이 서투른 사람,성별 비하 제거
9824,미췐년,감정이 앞서는 사람,욕설 순화
9825,미췬넘,흥분을 잘 하는 사람,비속성 제거
9826,미췬년,흥분을 잘 하는 사람,욕설 완화
9827,미췬놈,생각보다 행동이 이상한 사람,공격성 완화
9828,미췬뇬,차분함이 부족한 사람,비하 제거
9829,미췬세리,말투가 거칠친 사람,욕설 완화
9830,미췬세이,말투가 거칠친 사람,비속성 제거
9831,미칀년,감정 조절이 필요함,욕설 순화
9832,미칀놈,차분하지 못한 상태,인신 공격 제거
9833,미치넘,판단이 서투른 사람,욕설 완화
9834,미치뇬,판단이 서투른 사람,비하 제거
9835,미친넌,판단이 서투른 사람,욕설 제거
9836,미친뇽,판단이 서투른 사람,비속어 완화
9837,미친색이, ,비하 표현 제거
9838,미친섀리, ,비하 표현 제거
9839,미친쌍, ,욕설 제거
9840,미친쌍녕, ,비하 제거
9841,미친쌍놈, ,비하 표현 제거
9842,미친쌔, ,비하 표현 제거
9843,미친씹후까시, ,강한 욕설 제거
9844,미튄넘,행동이 예측 어려운 사람,비속성 제거
9845,미튄년,행동이 예측 어려운 사람,비하 제거
9846,미틘년,행동이 예측 어려운 사람,욕설 순화
9847,미틴뇬,감정이 앞서는 사람,성별 비하 제거
9848,밑꾸녕, ,저속 표현 제거
9849,밑꾸뇽, ,저속 표현 제거
9850,밑힌년,상황 판단이 어려운 사람,욕설 완화
9851,㉥㉥ㅏ, ,의미 불명 기호 완화
9852,ㅂㅈ, ,저속 표현 제거
9853,ㅂㅂㅏ구ㄹㅣ, ,저속 표현 제거
9854,ㅂㅂㅏ구리, ,저속 표현 제거
9855,ㅂ지, ,저속 표현 제거
9856,ㅂㅓ즤, ,저속 표현 제거
9857,바그네, ,저속 표현 제거
9858,바주카자지, ,노골적 성적 결합어로 공백 처리
9859,박고빼고, ,명확한 성행위로 공백 처리
9860,박고싶, ,성행위 의도 표현으로 공백 처리
9861,박을년,말이 거친 사람,성별 비하 제거
9862,밖에다쌀께, ,사정 암시로 공백 처리
9863,발넘,무례한 사람,인신 비하 완화
9864,발년,무례한 사람,성별 비하 제거
9865,발정,흥분 상태,동물적 표현 순화
9866,배위에싸죠, ,사정 암시로 공백 처리
9867,배째,강한 말이에요,폭력 위협 완화
9868,배째라게세끼, ,복합 욕설 삭제
9869,백보디, ,의미 모호한 은어 삭제
9870,밸년,무례한 사람,비하 완화
9871,밸놈,무례한 사람,인신 비하 완화
9872,버얼려서너어, ,노골적 성행위로 공백 처리
9873,버지벌렁벌렁, ,성적 묘사로 공백 처리
9874,벗겨보니그날, ,부적절한 상황 암시로 공백 처리
9875,벗겨보니남자, ,성적 맥락으로 공백 처리
9876,벗겨보니내딸, ,미성년 성적 암시로 공백 처리
9877,벗겨보니숙모, ,근친 성적 암시로 공백 처리
9878,벗겨보니처재, ,근친 성적 암시로 공백 처리
9879,벗겨보니처제, ,근친 성적 암시로 공백 처리
9880,벗겨보니형수, ,근친 성적 암시로 공백 처리
9881,벨년,무례한 사람,비하 완화
9882,벨놈,무례한 사람,인신 비하 완화
9883,병ㅅ새, ,장애 비하 제거
9884,병시나, ,장애 비하 제거
9885,병신년, ,장애 비하 제거
9886,병신놈, ,장애 비하 제거
9887,병신쪼다, ,장애 비하 제거
9888,보g, ,성별 비하 제거
9889,보x, ,성별 비하 제거
9890,보z, ,성별 비하 제거
9891,보우지, ,성별 비하 제거
9892,보ㅈㅣ, ,성별 비하 제거
9893,보주ㅣ, ,성별 비하 제거
9894,보지구멍, ,성별 비하 제거
9895,보지녀, ,성별 비하 제거
9896,보지년, ,성별 비하 제거
9897,보지벌,거친 표현,저속성 완화
9898,보지빨, ,노골적 성행위로 공백 처리
9899,보지털, ,저속 표현 삭제
9900,보짓, ,저속 표현 삭제
9901,보짖, ,저속 표현 삭제
9902,보찌, ,저속 표현 삭제
9903,보탱, ,저속 표현 삭제
9904,보텡, ,저속 표현 삭제
9905,봊이, ,저속 표현 삭제
9906,봊지, ,저속 표현 삭제
9907,뵤오지, ,저속 표현 삭제
9908,뵤즤, ,저속 표현 삭제
9909,뵤지, ,저속 표현 삭제
9910,부부교환, ,성적 행위 교환으로 공백 처리
9911,불넘,무례한 사람,인신 비하 완화
9912,븽시,미숙한 행동,모욕 완화
9913,ㅃR, ,저속 표현 삭제
9914,ㅃr굴, ,저속 표현 삭제
9915,ㅃㅏㄱㅜ, ,저속 표현 삭제
9916,ㅃㅏ구ㄹㅣ, ,저속 표현 삭제
9917,ㅃㅏ구리, ,저속 표현 삭제
9918,ㅃㅏㄹㅏ, ,저속 표현 삭제
9919,빠구ㄹㅣ, ,저속 표현 삭제
9920,빠그리, ,저속 표현 삭제
9921,빠라, ,저속 표현 삭제
9922,빨0r, ,저속 표현 삭제
9923,빨게하, ,저속 표현 삭제
9924,빨게해, ,저속 표현 삭제
9925,빨고시포, ,성적 요구로 공백 처리
9926,빨고싶다, ,성적 요구로 공백 처리
9927,빨기, ,성적 행위로 공백 처리
9928,빨라줘, ,성적 지시로 공백 처리
9929,빨아라, ,성적 지시로 공백 처리
9930,빨아먹,빨아먹,그대로 유지
9931,빨아봐, ,성적 지시로 공백 처리
9932,빨아죠, ,성적 지시로 공백 처리
9933,빨아주, ,성적 지시로 공백 처리
9934,빨아줄, ,성적 지시로 공백 처리
9935,빨아줘, ,성적 지시로 공백 처리
9936,빨어봐, ,성적 지시로 공백 처리
9937,빨어핥어박어, ,복합 성행위로 공백 처리
9938,빨자, ,성적 제안으로 공백 처리
9939,빽보디, ,의미가 모호한 용어 삭제
9940,빽보비, ,의미가 모호한 용어 삭제
9941,빽좌지, ,성적 결합어로 공백 처리
9942,뻐지, ,성적 결합어로 공백 처리
9943,뻨뀨, ,성적 결합어로 공백 처리
9944,뽀뀨, ,성적 결합어로 공백 처리
9945,뽀쮜, ,성적 결합어로 공백 처리
9946,ㅅ1발, ,욕설을 감탄사로 순화
9947,ㅅHㄲI, ,모욕 완화
9948,ㅅH끼, ,모욕 완화
9949,ㅅ빩, ,욕설 완화
9950,ㅅ시발, ,저속 표현 삭제
9951,ㅅㅏㄲㅏ, ,저속 표현 삭제
9952,ㅅㅏ까, ,저속 표현 삭제
9953,ㅅㅏ까시, ,저속 표현 삭제
9954,ㅅㅐㄲㅑ, ,저속 표현 삭제
9955,ㅅㅐㄲㅣ, ,저속 표현 삭제
9956,ㅅㅐ꺄, ,저속 표현 삭제
9957,ㅅㅐ뀌, ,저속 표현 삭제
9958,ㅅㅐ끼, ,저속 표현 삭제
9959,ㅅㅐㄹㅣ, ,저속 표현 삭제
9960,ㅅㅔㄱ, ,저속 표현 삭제
9961,ㅅㅔㄲㅣ, ,저속 표현 삭제
9962,ㅅㅔ끼, ,저속 표현 삭제
9963,ㅅㅔㄹㅣ, ,저속 표현 삭제
9964,ㅅㅔㅅ, ,성적 의미를 내포한 축약으로 공백 처리
9965,ㅅㅣㄲㅣ,무례한 사람,욕설 음가를 제거하고 관계적 표현으로 전환
9966,ㅅㅣ달년,무례한 사람,차별적 표현을 상태 설명으로 순화
